EC-Lab ASCII FILE
Nb header lines : 3                           
Ewe/V	I/mA	time/s	
6,0003632E-001	5,5619264E-003	0,000000000000000E+000
6,0269904E-001	1,6075172E-002	5,999999848427251E-004
6,0614866E-001	1,6849432E-002	1,199999969685450E-003
6,0959452E-001	1,7556883E-002	1,799999954528175E-003
6,1299068E-001	1,8029533E-002	2,399999939370900E-003
6,1629516E-001	1,8433463E-002	2,999999924213625E-003
6,1968750E-001	1,8938946E-002	3,599999909056351E-003
6,2294614E-001	1,8933602E-002	4,199999893899076E-003
6,2615508E-001	1,9909831E-002	4,799999878741801E-003
6,2939471E-001	2,0252291E-002	5,399999863584526E-003
6,3256156E-001	2,0068271E-002	5,999999848427251E-003
6,3563687E-001	2,0541685E-002	6,599999833269976E-003
6,3868541E-001	2,1068932E-002	7,199999818112701E-003
6,4184469E-001	2,1522876E-002	7,799999802955426E-003
6,4480913E-001	2,1015864E-002	8,399999787798151E-003
6,4772397E-001	2,1820286E-002	8,999999772640876E-003
6,5056241E-001	2,1277387E-002	9,599999757483602E-003
6,5343517E-001	2,2106245E-002	1,019999974232633E-002
6,5620863E-001	2,1494243E-002	1,079999972716905E-002
6,5891719E-001	2,1644665E-002	1,139999971201178E-002
6,6147673E-001	2,1382378E-002	1,199999969685450E-002
6,6407442E-001	2,1874884E-002	1,259999968169723E-002
6,6650414E-001	2,1131163E-002	1,319999966653995E-002
6,6891086E-001	2,1244552E-002	1,379999965138268E-002
6,7123353E-001	2,0909727E-002	1,439999963622540E-002
6,7346454E-001	2,1167433E-002	1,499999962106813E-002
6,7563820E-001	2,0602770E-002	1,559999960591085E-002
6,7772031E-001	2,0634077E-002	1,619999959075358E-002
6,7965710E-001	1,9746043E-002	1,679999957559630E-002
6,8152899E-001	1,9549806E-002	1,739999956043903E-002
6,8333596E-001	1,9619290E-002	1,799999954528175E-002
6,8497479E-001	1,8918330E-002	1,859999953012448E-002
6,8657166E-001	1,8626645E-002	1,919999951496720E-002
6,8802333E-001	1,8425446E-002	1,979999949980993E-002
6,8940240E-001	1,7497323E-002	2,039999948465265E-002
6,9066691E-001	1,7118592E-002	2,099999946949538E-002
6,9189322E-001	1,6747495E-002	2,159999945433810E-002
6,9293231E-001	1,5950326E-002	2,219999943918083E-002
6,9380713E-001	1,5457440E-002	2,279999942402355E-002
6,9470870E-001	1,5198207E-002	2,339999940886628E-002
6,9537342E-001	1,4326208E-002	2,399999939370900E-002
6,9599992E-001	1,3656938E-002	2,459999937855173E-002
6,9647360E-001	1,3067077E-002	2,519999936339445E-002
6,9686329E-001	1,2027855E-002	2,579999934823718E-002
6,9705808E-001	1,1836199E-002	2,639999933307990E-002
6,9727969E-001	1,1378437E-002	2,699999931792263E-002
6,9735229E-001	1,0300656E-002	2,759999930276535E-002
6,9723386E-001	9,5878607E-003	2,819999928760808E-002
6,9703138E-001	8,7685483E-003	2,879999927245080E-002
6,9677925E-001	8,0156652E-003	2,939999925729353E-002
6,9630176E-001	7,4502397E-003	2,999999924213625E-002
6,9580126E-001	6,2552495E-003	3,059999922697898E-002
6,9514805E-001	5,8368123E-003	3,119999921182171E-002
6,9444126E-001	4,7540665E-003	3,179999919666443E-002
6,9351679E-001	4,1638254E-003	3,239999918150716E-002
6,9258469E-001	2,9459279E-003	3,299999916634988E-002
6,9148827E-001	2,1613573E-003	3,359999915119261E-002
6,9020849E-001	1,6241843E-003	3,419999913603533E-002
6,8886763E-001	1,1977293E-003	3,479999912087806E-002
6,8745798E-001	2,1653900E-004	3,539999910572078E-002
6,8584961E-001	-1,7288278E-004	3,599999909056351E-002
6,8427569E-001	-8,3337264E-004	3,659999907540623E-002
6,8254519E-001	-1,8008185E-003	3,719999906024896E-002
6,8071526E-001	-2,1501530E-003	3,779999904509168E-002
6,7880517E-001	-2,5827165E-003	3,839999902993441E-002
6,7670029E-001	-3,7303653E-003	3,899999901477713E-002
6,7462200E-001	-3,9708908E-003	3,959999899961986E-002
6,7247123E-001	-4,7997483E-003	4,019999898446258E-002
6,7009515E-001	-5,2552191E-003	4,079999896930531E-002
6,6777623E-001	-5,6999996E-003	4,139999895414803E-002
6,6526634E-001	-5,9096003E-003	4,199999893899076E-002
6,6279089E-001	-6,7441850E-003	4,259999892383348E-002
6,6016263E-001	-7,2290529E-003	4,319999890867621E-002
6,5743494E-001	-7,4829408E-003	4,379999889351893E-002
6,5469205E-001	-8,3835740E-003	4,439999887836166E-002
6,5182310E-001	-8,2194060E-003	4,499999886320438E-002
6,4892733E-001	-8,8233920E-003	4,559999884804711E-002
6,4593995E-001	-9,0620080E-003	4,619999883288983E-002
6,4289910E-001	-9,1490550E-003	4,679999881773256E-002
6,3983142E-001	-9,8736854E-003	4,739999880257528E-002
6,3670653E-001	-1,0182168E-002	4,799999878741801E-002
6,3354343E-001	-1,0571591E-002	4,859999877226073E-002
6,3034588E-001	-1,0662073E-002	4,919999875710346E-002
6,2704140E-001	-1,0484544E-002	4,979999874194618E-002
6,2379420E-001	-1,1224826E-002	5,039999872678891E-002
6,2044388E-001	-1,1584850E-002	5,099999871163163E-002
6,1712414E-001	-1,1417628E-002	5,159999869647436E-002
6,1370504E-001	-1,1471841E-002	5,219999868131708E-002
6,1030507E-001	-1,1920059E-002	5,279999866615981E-002
6,0692799E-001	-1,1922731E-002	5,339999865100253E-002
6,0345542E-001	-1,2753115E-002	5,399999863584526E-002
6,0002494E-001	-1,2608037E-002	5,459999862068798E-002
5,9654856E-001	-1,2929883E-002	5,519999860553071E-002
5,9310269E-001	-1,2265575E-002	5,579999859037343E-002
5,8963013E-001	-1,2832527E-002	5,639999857521616E-002
5,8621103E-001	-1,2512973E-002	5,699999856005888E-002
5,8279574E-001	-1,2955844E-002	5,759999854490161E-002
5,7928121E-001	-1,2428979E-002	5,819999852974433E-002
5,7590413E-001	-1,2475177E-002	5,879999851458706E-002
5,7249647E-001	-1,2579021E-002	5,939999849942978E-002
5,6916147E-001	-1,2916139E-002	5,999999848427251E-002
5,6586075E-001	-1,2431270E-002	6,059999846911523E-002
5,6251049E-001	-1,2335442E-002	6,119999845395796E-002
5,5925566E-001	-1,2312535E-002	6,179999843880069E-002
5,5601615E-001	-1,2287337E-002	6,239999842364341E-002
5,5287975E-001	-1,2244196E-002	6,299999840848614E-002
5,4966313E-001	-1,1803996E-002	6,359999839332886E-002
5,4656494E-001	-1,1797505E-002	6,419999837817159E-002
5,4359287E-001	-1,1565380E-002	6,479999836301431E-002
5,4060161E-001	-1,1526819E-002	6,539999834785704E-002
5,3769821E-001	-1,0816315E-002	6,599999833269976E-002
5,3479105E-001	-1,1010263E-002	6,659999831754249E-002
5,3206724E-001	-1,0409713E-002	6,719999830238521E-002
5,2929759E-001	-1,0419257E-002	6,779999828722794E-002
5,2674186E-001	-1,0319993E-002	6,839999827207066E-002
5,2407920E-001	-1,0192858E-002	6,899999825691339E-002
