EC-Lab ASCII FILE
Nb header lines : 3                           
Ewe/V	I/mA	time/s	
4,9283841E-001	-6,0621003E-004	8,639999781735241E-002
4,9337703E-001	-1,3050453E-004	8,699999780219514E-002
4,9403417E-001	3,8147060E-004	8,759999778703786E-002
4,9485934E-001	8,7053853E-004	8,819999777188059E-002
4,9573037E-001	1,3943490E-003	8,879999775672331E-002
4,9672741E-001	1,8555467E-003	8,939999774156604E-002
4,9791923E-001	2,4706041E-003	8,999999772640876E-002
4,9922198E-001	2,8649890E-003	9,059999771125149E-002
5,0055146E-001	3,2479207E-003	9,119999769609421E-002
5,0196105E-001	3,6125265E-003	9,179999768093694E-002
5,0346237E-001	4,2745434E-003	9,239999766577967E-002
5,0517762E-001	4,8044627E-003	9,299999765062239E-002
5,0691587E-001	5,1885392E-003	9,359999763546512E-002
5,0872666E-001	5,5245110E-003	9,419999762030784E-002
5,1069021E-001	6,0567209E-003	9,479999760515057E-002
5,1271498E-001	6,4495788E-003	9,539999758999329E-002
5,1481599E-001	6,9058132E-003	9,599999757483602E-002
5,1695532E-001	7,5277425E-003	9,659999755967874E-002
5,1932776E-001	8,1134019E-003	9,719999754452147E-002
5,2175355E-001	8,4153963E-003	9,779999752936419E-002
5,2419084E-001	8,7509863E-003	9,839999751420692E-002
5,2671599E-001	9,3339728E-003	9,899999749904964E-002
5,2939016E-001	9,5187575E-003	9,959999748389237E-002
5,3201073E-001	9,8043326E-003	1,001999974687351E-001
5,3472310E-001	1,0117779E-002	1,007999974535778E-001
5,3753865E-001	1,0615629E-002	1,013999974384205E-001
5,4043818E-001	1,0935184E-002	1,019999974232633E-001
5,4329187E-001	1,1291390E-002	1,025999974081060E-001
5,4627168E-001	1,1688066E-002	1,031999973929487E-001
5,4928190E-001	1,1838107E-002	1,037999973777914E-001
5,5228460E-001	1,2222948E-002	1,043999973626342E-001
5,5548978E-001	1,2662385E-002	1,049999973474769E-001
5,5859947E-001	1,2857859E-002	1,055999973323196E-001
5,6180453E-001	1,3323639E-002	1,061999973171623E-001
5,6503266E-001	1,3824159E-002	1,067999973020051E-001
5,6825304E-001	1,3929914E-002	1,073999972868478E-001
5,7150406E-001	1,4310555E-002	1,079999972716905E-001
5,7478184E-001	1,4828256E-002	1,085999972565332E-001
5,7812446E-001	1,5076800E-002	1,091999972413760E-001
5,8143282E-001	1,5194008E-002	1,097999972262187E-001
5,8473724E-001	1,5380320E-002	1,103999972110614E-001
5,8808756E-001	1,5821664E-002	1,109999971959041E-001
5,9143794E-001	1,6265299E-002	1,115999971807469E-001
5,9481120E-001	1,6250791E-002	1,121999971655896E-001
5,9802395E-001	1,6314168E-002	1,127999971504323E-001
6,0135138E-001	1,6887993E-002	1,133999971352750E-001
6,0474372E-001	1,7296504E-002	1,139999971201178E-001
6,0797560E-001	1,6867757E-002	1,145999971049605E-001
6,1113876E-001	1,7114773E-002	1,151999970898032E-001
6,1439347E-001	1,7428601E-002	1,157999970746459E-001
6,1767888E-001	1,7809624E-002	1,163999970594887E-001
6,2082672E-001	1,7935997E-002	1,169999970443314E-001
6,2400895E-001	1,8054349E-002	1,175999970291741E-001
6,2705362E-001	1,8116198E-002	1,181999970140168E-001
6,3009840E-001	1,7995937E-002	1,187999969988596E-001
6,3302082E-001	1,8027624E-002	1,193999969837023E-001
6,3599300E-001	1,8238751E-002	1,199999969685450E-001
6,3891917E-001	1,8192554E-002	1,205999969533877E-001
6,4175385E-001	1,8051676E-002	1,211999969382305E-001
6,4449680E-001	1,7868802E-002	1,217999969230732E-001
6,4720142E-001	1,8001281E-002	1,223999969079159E-001
6,4983737E-001	1,7732503E-002	1,229999968927586E-001
6,5241599E-001	1,7428219E-002	1,235999968776014E-001
6,5489537E-001	1,7420582E-002	1,241999968624441E-001
6,5728295E-001	1,7244199E-002	1,247999968472868E-001
6,5957886E-001	1,7314447E-002	1,253999968321295E-001
6,6190541E-001	1,7078122E-002	1,259999968169723E-001
6,6406775E-001	1,6722297E-002	1,265999968018150E-001
6,6614199E-001	1,6445884E-002	1,271999967866577E-001
6,6809797E-001	1,6379453E-002	1,277999967715004E-001
6,6992402E-001	1,6199250E-002	1,283999967563432E-001
6,7183411E-001	1,5927037E-002	1,289999967411859E-001
6,7353404E-001	1,5551741E-002	1,295999967260286E-001
6,7506599E-001	1,5114978E-002	1,301999967108713E-001
6,7659026E-001	1,4769843E-002	1,307999966957141E-001
6,7793506E-001	1,4358658E-002	1,313999966805568E-001
6,7927206E-001	1,4045976E-002	1,319999966653995E-001
6,8043339E-001	1,3564927E-002	1,325999966502422E-001
6,8156797E-001	1,3182758E-002	1,331999966350850E-001
6,8250781E-001	1,2505852E-002	1,337999966199277E-001
6,8333673E-001	1,2092759E-002	1,343999966047704E-001
6,8410468E-001	1,1573530E-002	1,349999965896131E-001
6,8470442E-001	1,0877916E-002	1,355999965744559E-001
6,8522012E-001	1,0358687E-002	1,361999965592986E-001
6,8561357E-001	1,0045241E-002	1,367999965441413E-001
6,8590009E-001	9,4939414E-003	1,373999965289840E-001
6,8606055E-001	8,8723935E-003	1,379999965138268E-001
6,8618280E-001	7,9370178E-003	1,385999964986695E-001
6,8609113E-001	7,3559396E-003	1,391999964835122E-001
6,8596119E-001	6,7683700E-003	1,397999964683549E-001
6,8564796E-001	5,8425390E-003	1,403999964531977E-001
6,8526596E-001	5,0270441E-003	1,409999964380404E-001
6,8473113E-001	4,4352757E-003	1,415999964228831E-001
6,8409699E-001	3,8122006E-003	1,421999964077258E-001
6,8332916E-001	2,9012589E-003	1,427999963925686E-001
6,8253452E-001	2,0506394E-003	1,433999963774113E-001
6,8153358E-001	1,2695050E-003	1,439999963622540E-001
6,8041807E-001	6,5215694E-004	1,445999963470967E-001
6,7928737E-001	1,3330963E-004	1,451999963319395E-001
6,7796177E-001	-7,5968803E-004	1,457999963167822E-001
6,7652917E-001	-1,4778277E-003	1,463999963016249E-001
6,7504311E-001	-2,1131197E-003	1,469999962864676E-001
6,7340422E-001	-2,8694379E-003	1,475999962713104E-001
6,7166221E-001	-3,3848491E-003	1,481999962561531E-001
6,6980565E-001	-3,9323303E-003	1,487999962409958E-001
6,6800255E-001	-4,4920286E-003	1,493999962258385E-001
6,6598535E-001	-5,1502278E-003	1,499999962106813E-001
