EC-Lab ASCII FILE
Nb header lines : 3                           
Ewe/V	I/mA	time/s	
6,0019147E-001	7,1444297E-003	0,000000000000000E+000
6,0251033E-001	2,0186624E-002	5,999999848427251E-004
6,0600203E-001	2,2331880E-002	1,199999969685450E-003
6,0962743E-001	2,3261912E-002	1,799999954528175E-003
6,1303884E-001	2,3633007E-002	2,399999939370900E-003
6,1640441E-001	2,4290442E-002	2,999999924213625E-003
6,1975479E-001	2,4132766E-002	3,599999909056351E-003
6,2296754E-001	2,5209783E-002	4,199999893899076E-003
6,2622619E-001	2,5225438E-002	4,799999878741801E-003
6,2940079E-001	2,5547666E-002	5,399999863584526E-003
6,3257158E-001	2,6442954E-002	5,999999848427251E-003
6,3571179E-001	2,6642246E-002	6,599999833269976E-003
6,3887107E-001	2,7145060E-002	7,199999818112701E-003
6,4183557E-001	2,7249668E-002	7,799999802955426E-003
6,4479625E-001	2,7555859E-002	8,399999787798151E-003
6,4775306E-001	2,7561205E-002	8,999999772640876E-003
6,5061057E-001	2,8243074E-002	9,599999757483602E-003
6,5346044E-001	2,8335849E-002	1,019999974232633E-002
6,5623397E-001	2,8481692E-002	1,079999972716905E-002
6,5896153E-001	2,8409153E-002	1,139999971201178E-002
6,6159368E-001	2,8429389E-002	1,199999969685450E-002
6,6409212E-001	2,7939938E-002	1,259999968169723E-002
6,6660577E-001	2,7879234E-002	1,319999966653995E-002
6,6896665E-001	2,7754771E-002	1,379999965138268E-002
6,7135429E-001	2,7498208E-002	1,439999963622540E-002
6,7353946E-001	2,7103061E-002	1,499999962106813E-002
6,7570549E-001	2,7120626E-002	1,559999960591085E-002
6,7780280E-001	2,6228771E-002	1,619999959075358E-002
6,7981607E-001	2,6297111E-002	1,679999957559630E-002
6,8161917E-001	2,5356008E-002	1,739999956043903E-002
6,8340319E-001	2,5176950E-002	1,799999954528175E-002
6,8502676E-001	2,4760421E-002	1,859999953012448E-002
6,8664652E-001	2,4456903E-002	1,919999951496720E-002
6,8814790E-001	2,3061473E-002	1,979999949980993E-002
6,8946588E-001	2,2909904E-002	2,039999948465265E-002
6,9079149E-001	2,2744592E-002	2,099999946949538E-002
6,9194901E-001	2,1510277E-002	2,159999945433810E-002
6,9302630E-001	2,1075040E-002	2,219999943918083E-002
6,9395846E-001	1,9931208E-002	2,279999942402355E-002
6,9481033E-001	1,8843882E-002	2,339999940886628E-002
6,9547892E-001	1,8106654E-002	2,399999939370900E-002
